Page Order,Semantic Name,Element Type,Logical Name,Playwright Best,Relative XPath,Absolute XPath,CSS Selector,ID Attribute,Name Attribute,Class Name,Coordinates,Dimension,Confidence Score
146,rs_3000_add_to_cart,Link,Add to cart - Rs. 3000,"await page.getByRole('link', name='Add to cart').nth(28)","//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][31]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'single-products')][1]/div[contains(@class, 'productinfo text-center')][1]/a[contains(@class, 'btn btn-default add-to-cart')]",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[31]/div[1]/div[1]/div[1]/a[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(31) > div.product-image-wrapper > div.single-products > div.productinfo text-center > a.btn btn-default add-to-cart,,,btn btn-default add-to-cart,"(773.484375, 6215.015625)",115.484375 × 33.421875,90
147,rs_3500_add_to_cart,Link,Add to cart - Rs. 3500,"await page.getByRole('link', name='Add to cart').nth(29)","//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][32]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'single-products')][1]/div[contains(@class, 'productinfo text-center')][1]/a[contains(@class, 'btn btn-default add-to-cart')]",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[32]/div[1]/div[1]/div[1]/a[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(32) > div.product-image-wrapper > div.single-products > div.productinfo text-center > a.btn btn-default add-to-cart,,,btn btn-default add-to-cart,"(1060.96875, 6239.90625)",115.484375 × 33.421875,90
148,rs_2300_add_to_cart,Link,Add to cart - Rs. 2300,"await page.getByRole('link', name='Add to cart').nth(30)","//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][30]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'single-products')][1]/div[contains(@class, 'productinfo text-center')][1]/a[contains(@class, 'btn btn-default add-to-cart')]",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[30]/div[1]/div[1]/div[1]/a[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(30) > div.product-image-wrapper > div.single-products > div.productinfo text-center > a.btn btn-default add-to-cart,,,btn btn-default add-to-cart,"(486, 6253.96875)",115.484375 × 33.421875,90
149,view_product_a_order_148,Link,View Product,"await page.getByRole('link', name='View Product').nth(28)","//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][31]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'choose')][2]/ul[contains(@class, 'nav nav-pills nav-justified')]/li/a",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[31]/div[1]/div[2]/ul[1]/li[1]/a[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(31) > div.product-image-wrapper > div.choose:nth-of-type(2) > ul.nav nav-pills nav-justified > li > a,,,,"(707.484375, 6274.4375)",247.484375 × 38.5625,90
150,view_product_a_order_149,Link,View Product,"await page.getByRole('link', name='View Product').nth(29)","//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][32]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'choose')][2]/ul[contains(@class, 'nav nav-pills nav-justified')]/li/a",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[32]/div[1]/div[2]/ul[1]/li[1]/a[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(32) > div.product-image-wrapper > div.choose:nth-of-type(2) > ul.nav nav-pills nav-justified > li > a,,,,"(994.96875, 6299.328125)",247.484375 × 38.5625,90
151,view_product_a_order_150,Link,View Product,"await page.getByRole('link', name='View Product').nth(30)","//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][30]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'choose')][2]/ul[contains(@class, 'nav nav-pills nav-justified')]/li/a",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[30]/div[1]/div[2]/ul[1]/li[1]/a[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(30) > div.product-image-wrapper > div.choose:nth-of-type(2) > ul.nav nav-pills nav-justified > li > a,,,,"(420, 6313.390625)",247.484375 × 38.5625,90
152,ecommerce_website_products_img_order_151,Interactive Element,ecommerce website products,await page.locator('html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(33) > div.product-image-wrapper > div.single-products > div.productinfo text-center > img'),"//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][33]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'single-products')][1]/div[contains(@class, 'productinfo text-center')][1]/img[1]",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[33]/div[1]/div[1]/div[1]/img[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(33) > div.product-image-wrapper > div.single-products > div.productinfo text-center > img,,,,"(707.484375, 6377.890625)",247.484375 × 371.21875,50
153,ecommerce_website_products_img_order_152,Interactive Element,ecommerce website products,await page.locator('html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(34) > div.product-image-wrapper > div.single-products > div.productinfo text-center > img'),"//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][34]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'single-products')][1]/div[contains(@class, 'productinfo text-center')][1]/img[1]",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[34]/div[1]/div[1]/div[1]/img[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(34) > div.product-image-wrapper > div.single-products > div.productinfo text-center > img,,,,"(994.96875, 6377.890625)",247.484375 × 329.96875,50
154,rs_1400_lace_top_for_women_add_to_cart_rs_1400_h2,Interactive Element,"Rs. 1400 - Rs. 1400

Lace Top For Women

Add to cart",await page.getByText('Rs. 1400').nth(1),"//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][34]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'single-products')][1]/div[contains(@class, 'productinfo text-center')][1]/h2[1]",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[34]/div[1]/div[1]/div[1]/h2[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(34) > div.product-image-wrapper > div.single-products > div.productinfo text-center > h2,,,,"(994.96875, 6727.859375)",247.484375 × 26.390625,85
155,all_products_rs_5000_h2,Interactive Element,Rs. 5000 - ALL PRODUCTS,await page.getByText('Rs. 5000'),"//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][33]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'single-products')][1]/div[contains(@class, 'productinfo text-center')][1]/h2[1]",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[33]/div[1]/div[1]/div[1]/h2[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(33) > div.product-image-wrapper > div.single-products > div.productinfo text-center > h2,,,,"(707.484375, 6769.109375)",247.484375 × 26.390625,85
156,rs_1400_add_to_cart_order_155,Link,Add to cart - Rs. 1400,"await page.getByRole('link', name='Add to cart').nth(31)","//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][34]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'single-products')][1]/div[contains(@class, 'productinfo text-center')][1]/a[contains(@class, 'btn btn-default add-to-cart')]",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[34]/div[1]/div[1]/div[1]/a[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(34) > div.product-image-wrapper > div.single-products > div.productinfo text-center > a.btn btn-default add-to-cart,,,btn btn-default add-to-cart,"(1060.96875, 6794.25)",115.484375 × 33.421875,90
157,rs_5000_add_to_cart,Link,Add to cart - Rs. 5000,"await page.getByRole('link', name='Add to cart').nth(32)","//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][33]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'single-products')][1]/div[contains(@class, 'productinfo text-center')][1]/a[contains(@class, 'btn btn-default add-to-cart')]",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[33]/div[1]/div[1]/div[1]/a[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(33) > div.product-image-wrapper > div.single-products > div.productinfo text-center > a.btn btn-default add-to-cart,,,btn btn-default add-to-cart,"(773.484375, 6855.5)",115.484375 × 33.421875,90
158,view_product_a_order_157,Link,View Product,"await page.getByRole('link', name='View Product').nth(31)","//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][34]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'choose')][2]/ul[contains(@class, 'nav nav-pills nav-justified')]/li/a",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[34]/div[1]/div[2]/ul[1]/li[1]/a[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(34) > div.product-image-wrapper > div.choose:nth-of-type(2) > ul.nav nav-pills nav-justified > li > a,,,,"(994.96875, 6853.671875)",247.484375 × 38.5625,90
159,view_product_a_order_158,Link,View Product,"await page.getByRole('link', name='View Product').nth(32)","//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][33]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'choose')][2]/ul[contains(@class, 'nav nav-pills nav-justified')]/li/a",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[33]/div[1]/div[2]/ul[1]/li[1]/a[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(33) > div.product-image-wrapper > div.choose:nth-of-type(2) > ul.nav nav-pills nav-justified > li > a,,,,"(707.484375, 6914.921875)",247.484375 × 38.5625,90
160,ecommerce_website_products_img_order_159,Interactive Element,ecommerce website products,await page.locator('html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(35) > div.product-image-wrapper > div.single-products > div.productinfo text-center > img'),"//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][35]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'single-products')][1]/div[contains(@class, 'productinfo text-center')][1]/img[1]",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[35]/div[1]/div[1]/div[1]/img[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(35) > div.product-image-wrapper > div.single-products > div.productinfo text-center > img,,,,"(994.96875, 6932.234375)",247.484375 × 306.59375,50
161,rs_1389_graphic_design_men_t_shirt_blue_rs_1389_h2,Interactive Element,"Rs. 1389 - Rs. 1389

GRAPHIC DESIGN MEN T SHIRT - BLUE

Add to cart",await page.getByText('Rs. 1389'),"//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][35]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'single-products')][1]/div[contains(@class, 'productinfo text-center')][1]/h2[1]",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[35]/div[1]/div[1]/div[1]/h2[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(35) > div.product-image-wrapper > div.single-products > div.productinfo text-center > h2,,,,"(994.96875, 7258.828125)",247.484375 × 26.390625,85
162,rs_1389_add_to_cart,Link,Add to cart - Rs. 1389,"await page.getByRole('link', name='Add to cart').nth(33)","//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][35]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'single-products')][1]/div[contains(@class, 'productinfo text-center')][1]/a[contains(@class, 'btn btn-default add-to-cart')]",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[35]/div[1]/div[1]/div[1]/a[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(35) > div.product-image-wrapper > div.single-products > div.productinfo text-center > a.btn btn-default add-to-cart,,,btn btn-default add-to-cart,"(1060.96875, 7345.21875)",115.484375 × 33.421875,90
163,view_product_a_order_162,Link,View Product,"await page.getByRole('link', name='View Product').nth(33)","//body[1]/section[2]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-9 padding-right')][2]/div[contains(@class, 'features_items')]/div[contains(@class, 'col-sm-4')][35]/div[contains(@class, 'product-image-wrapper')]/div[contains(@class, 'choose')][2]/ul[contains(@class, 'nav nav-pills nav-justified')]/li/a",/html[1]/body[1]/section[2]/div[1]/div[1]/div[2]/div[1]/div[35]/div[1]/div[2]/ul[1]/li[1]/a[1],html > body > section:nth-of-type(2) > div.container > div.row > div.col-sm-9 padding-right:nth-of-type(2) > div.features_items > div.col-sm-4:nth-of-type(35) > div.product-image-wrapper > div.choose:nth-of-type(2) > ul.nav nav-pills nav-justified > li > a,,,,"(994.96875, 7404.640625)",247.484375 × 38.5625,90
164,advertisement_iframe_order_163,Interactive Element,Advertisement,"await page.locator(""iframe#aswift_2"")",//iframe[@id='aswift_2'],/html[1]/body[1]/div[1]/ins[1]/div[1]/iframe[1],iframe#aswift_2,aswift_2,aswift_2,,"(77.5, 7488.203125)",1200 × 280,95
165,subscription_h2,Interactive Element,SUBSCRIPTION,await page.getByText('SUBSCRIPTION'),"//footer[@id='footer']/div[contains(@class, 'footer-widget')][1]/div[contains(@class, 'container')]/div[contains(@class, 'row')]/div[contains(@class, 'col-sm-3 col-sm-offset-1')][2]/div[contains(@class, 'single-widget')]/h2[1]",/html[1]/body[1]/footer[1]/div[1]/div[1]/div[1]/div[2]/div[1]/h2[1],footer#footer > div.footer-widget > div.container > div.row > div.col-sm-3 col-sm-offset-1:nth-of-type(2) > div.single-widget > h2,,,,"(205, 7814.203125)",262.5 × 17.59375,85
166,subscription_susbscribe_email_input,Input Field,susbscribe_email,await page.locator('#susbscribe_email'),//input[@id='susbscribe_email'],/html[1]/body[1]/footer[1]/div[1]/div[1]/div[1]/div[2]/div[1]/form[1]/input[2],input#susbscribe_email,susbscribe_email,,,"(205, 7853.796875)",212 × 36,80
167,subscription_subscribe_button,Button,subscribe,await page.locator('#subscribe'),//button[@id='subscribe'],/html[1]/body[1]/footer[1]/div[1]/div[1]/div[1]/div[2]/div[1]/form[1]/button[1],button#subscribe,subscribe,,btn btn-default,"(415.890625, 7853.671875)",51.15625 × 36,80
